MPAA,Plot
to_be_classified,"A contemporary ;  ensemble drama telling the complex tale of six high school students whose lives are interwoven. All six students have their own personal problems and goals.The story takes place during a normal school day. At precisely 2:37 a tragic suicide will occur ;  affecting the lives of a group of students and their teachers. As the story unfolds ;  the individual stories of the six teenagers are revealed ;  each with their own personal significance. This eventually leads up to one of the characters taking their own life. An unwanted pregnancy unravels a terrible ;  dark secret; all is not as it appears for the seemingly confident school football hero; an outcast must deal with everyday taunts from his peers; a beautiful young girl battles an eating disorder; a stellar student constantly struggles to win his parents' approval while another uses drugs to escape from his own demons."
